# level,theme,typeCount,slotCapacity,threeStarSeconds,twoStarSeconds,clearReward,layers
# v9 progression: staged theme unlocks; slower icon-type ramp; level 120+ supports 4 layers; level 360+ supports 5 layers
436,Sweet,8,7,241,482,82,Custom:.XXX.XX/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.77|LayerOffset12@0.5:0.5:0.55|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
437,Bug,8,7,242,484,82,Custom:..XXX../..XXXX./XXX.XXX/XXXXXXX/XX.XXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.77|LayerPillar12@0.5:0.5:0.55|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
438,Vehicle,8,7,242,484,82,Custom:.......X/...XXXX./.XXXXX.X/XXXXXXXX/XXX.XXXX/.XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.76|LayerDiagonal6@0.5:0.5:0.55|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
439,Weather,8,7,242,484,82,Custom:XXXXX../XXXX.../..XXXXX/..XXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.76|LayerLine12@0.5:0.5:0.55|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
440,Tool,8,7,254,508,83,Custom:..X..../.XX.XXX/.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.76|LayerStagger9@0.5:0.5:0.55|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
441,Food,8,7,243,486,83,Custom:..XXXXXX/.X..XXXX/.XXXXX.X/XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.76|LayerMiniDiamond9@0.5:0.5:0.55|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
442,Plant,8,7,243,486,83,Custom:XXX.XXX/XXXXXXX/XXXXXX./XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.76|LayerCross15@0.5:0.5:0.55|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
443,Animal,8,7,243,486,83,Custom:.XXXX.X/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.76|LayerOffset12@0.5:0.5:0.55|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
444,Sweet,8,7,243,486,83,Custom:.XXXXX../..XXXX../..XXX.../XX.XXX../XXXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.76|LayerPillar12@0.5:0.5:0.55|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
445,Bug,8,7,243,486,83,Custom:X......./.XX.XX../.XXXXXX./XXXXXXXX/.XXXXXXX/XXXXXXX.@0:0:1|LayerCap18@0.5:0.5:0.76|LayerDiagonal6@0.5:0.5:0.55|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
446,Vehicle,8,7,244,488,83,Custom:.XXXXX./XXX.XXX/XXXXXX./.X.XXX./.XXXXX./XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.76|LayerLine12@0.5:0.5:0.55|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
447,Weather,8,7,244,488,83,Custom:X....XX./XX..X.XX/X..XX.../XXXXXX../XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.76|LayerStagger9@0.5:0.5:0.55|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
448,Tool,8,7,244,488,84,Custom:.XXXXXXX/..XXXXX./..XXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.76|LayerMiniDiamond9@0.5:0.5:0.55|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
449,Food,8,7,244,488,84,Custom:..X.XX./X..XXX./..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.76|LayerCross15@0.5:0.5:0.55|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
450,Plant,8,7,257,514,104,Custom:XXXXXXXX/..XXX.X./..XXXXXX/X.XXXXXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.76|LayerOffset12@0.5:0.5:0.55|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
451,Animal,8,7,245,490,84,Custom:.XXXXXX./.....XXX/....XXXX/...XXXXX/XX.XXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.76|LayerPillar12@0.5:0.5:0.54|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
452,Sweet,8,7,245,490,84,Custom:....X../XX..XX./XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.76|LayerDiagonal6@0.5:0.5:0.54|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
453,Bug,8,7,245,490,84,Custom:XXX.X.X./.XXXX.XX/.XX.X.X./X.XXX.../XXXXXX../XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.76|LayerLine12@0.5:0.5:0.54|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
454,Vehicle,8,7,245,490,84,Custom:..XX..../.X.XXX../X.XXXXXX/..XXXXXX/XXXXXXXX/.XXXXXX.@0:0:1|LayerDiamond15@0.5:0.5:0.76|LayerStagger9@0.5:0.5:0.54|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
455,Weather,8,7,246,492,84,Custom:XXX.X.X/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.76|LayerMiniDiamond9@0.5:0.5:0.54|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
456,Tool,8,7,246,492,85,Custom:X.XXX.X./XX.XXXXX/..XXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.76|LayerCross15@0.5:0.5:0.54|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
457,Food,8,7,246,492,85,Custom:.XX...XX/.XXXXXXX/XXXXXXXX/XXXXXXXX/.XXX.XXX@0:0:1|LayerCross15@0.5:0.5:0.76|LayerOffset12@0.5:0.5:0.54|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
458,Plant,8,7,246,492,85,Custom:.XX.XX./XXX..../.XX.XXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.76|LayerPillar12@0.5:0.5:0.54|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
459,Animal,8,7,246,492,85,Custom:XX....XX/X....X../XXX..XXX/.XXXXXX./XXXXXX.X/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.76|LayerDiagonal6@0.5:0.5:0.54|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
460,Sweet,8,7,259,518,85,Custom:..X.XX../...XXX../.XXXXXXX/XXXXXXXX/..XXXXXX/..XXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.76|LayerLine12@0.5:0.5:0.54|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
461,Bug,8,7,247,494,85,Custom:...X..X/XXXXX../XXXXX../XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.76|LayerStagger9@0.5:0.5:0.54|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
462,Vehicle,8,7,247,494,85,Custom:....X.XX/XXXX..XX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.76|LayerMiniDiamond9@0.5:0.5:0.54|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
463,Weather,8,7,247,494,85,Custom:...XX.X./XXXXX..X/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.75|LayerCross15@0.5:0.5:0.54|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
464,Tool,8,7,248,496,86,Custom:.XXXXXX/XXXXXXX/XXXXXX./XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.75|LayerOffset12@0.5:0.5:0.54|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
465,Food,8,7,248,496,86,Custom:..X..X../..XXX.X./XXXXX.../XXXXXXX./XXXXXXXX/XXXXXXX.@0:0:1|LayerCap18@0.5:0.5:0.75|LayerPillar12@0.5:0.5:0.54|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
466,Plant,8,7,248,496,86,Custom:..X...../.XXXXXX./..XXXXXX/.XXXXXXX/XX.XXXXX/.XX.XXXX@0:0:1|LayerPillar12@0.5:0.5:0.75|LayerDiagonal6@0.5:0.5:0.54|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
467,Animal,8,7,248,496,86,Custom:...X..X/.XXXXXX/XXXXXXX/X.XXXXX/.XXXXXX/.XXXXXX@0:0:1|LayerCross15@0.5:0.5:0.75|LayerLine12@0.5:0.5:0.54|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
468,Sweet,8,7,248,496,86,Custom:..X..XXX/..X..X../.X.XXXXX/.XXXXX.X/XXXXXXXX/XXX.XXXX@0:0:1|LayerStagger9@0.5:0.5:0.75|LayerStagger9@0.5:0.5:0.54|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
469,Bug,8,7,249,498,86,Custom:..XXXX../XXXXXX../XXXXXXXX/XXXXXXXX/.XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.75|LayerMiniDiamond9@0.5:0.5:0.54|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
470,Vehicle,8,7,261,522,86,Custom:X.X.XXX/.XXX.../.XXXX.X/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.75|LayerCross15@0.5:0.5:0.54|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
471,Weather,8,7,249,498,86,Custom:XX.XXXXX/XXXXXX.X/X..XXXX./X..XXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.75|LayerOffset12@0.5:0.5:0.54|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
472,Tool,8,7,249,498,87,Custom:XXXX..../XX.X.X../.XX.XX../XXXXXX.X/XXXXXXX./XXXX.XXX@0:0:1|LayerCorners12@0.5:0.5:0.75|LayerPillar12@0.5:0.5:0.54|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
473,Food,8,7,250,500,87,Custom:.XX.XX./..X.XXX/XXXXX.X/XXXXXX./.XXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.75|LayerDiagonal6@0.5:0.5:0.54|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
474,Plant,8,7,250,500,87,Custom:.X....X./XX....XX/..XXX.XX/X.X.XXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.75|LayerLine12@0.5:0.5:0.54|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
475,Animal,8,7,250,500,107,Custom:X..X..XX/X.....X./XX.XX.../XXXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.75|LayerStagger9@0.5:0.5:0.54|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
476,Sweet,8,7,250,500,87,Custom:XX..XXX/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.75|LayerMiniDiamond9@0.5:0.5:0.54|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
477,Bug,8,7,250,500,87,Custom:XX.XX.X./XXXXX.X./XXXXXX../XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.75|LayerCross15@0.5:0.5:0.54|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
478,Vehicle,8,7,251,502,87,Custom:.XXXXXX./..XXXXX./.XXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.75|LayerOffset12@0.5:0.5:0.54|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
479,Weather,8,7,251,502,87,Custom:X.X.X.X/..XXXXX/XXXXXXX/..XXXX./.XXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.75|LayerPillar12@0.5:0.5:0.54|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
480,Tool,8,7,263,526,88,Custom:.X..XX.X/.XXXXXXX/XX.XX.../..XXX.../XXXXXXXX/.XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.75|LayerDiagonal6@0.5:0.5:0.54|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
481,Food,8,7,251,502,88,Custom:....XXX./..XXXX../..XXXXX./..XXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.75|LayerLine12@0.5:0.5:0.54|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
482,Plant,8,7,252,504,88,Custom:..XX.../X.XXXX./.XXXXX./XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.75|LayerStagger9@0.5:0.5:0.54|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
483,Animal,8,7,252,504,88,Custom:.X....XX/XXXXXXXX/.XXXXXXX/XXXXXXXX/XXXX.XXX@0:0:1|LayerCrown15@0.5:0.5:0.75|LayerMiniDiamond9@0.5:0.5:0.54|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
484,Sweet,8,7,252,504,88,Custom:X..XX..X/X..XXXXX/XXXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.75|LayerCross15@0.5:0.5:0.54|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
485,Bug,8,7,252,504,88,Custom:XXX..XX/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.75|LayerOffset12@0.5:0.5:0.54|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
486,Vehicle,8,7,252,504,88,Custom:...XXXXX/.....XX./..XX.XXX/.XXXX.XX/XXXXXXXX/.XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.75|LayerPillar12@0.5:0.5:0.54|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
487,Weather,8,7,253,506,88,Custom:......XX/XX.XXXXX/.XXXXXX./..X.XXXX/XX.XXXXX/XXXXX.X.@0:0:1|LayerCross15@0.5:0.5:0.75|LayerDiagonal6@0.5:0.5:0.54|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
488,Tool,8,7,253,506,89,Custom:X.XXXX./XXXXXX./X..XXX./X..XXXX/XX.XXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.74|LayerLine12@0.5:0.5:0.54|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
489,Food,8,7,253,506,89,Custom:XX..X.X/X...XXX/X.X.XXX/X.XXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.74|LayerStagger9@0.5:0.5:0.54|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
490,Plant,8,7,265,530,89,Custom:XX.XXX../XXXXX.../XXXXXXXX/XXXXXX.X/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.74|LayerMiniDiamond9@0.5:0.5:0.54|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
491,Animal,8,7,254,508,89,Custom:..XXXX./XXXXXXX/.XXXX../..XXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.74|LayerCross15@0.5:0.5:0.54|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
492,Sweet,8,7,254,508,89,Custom:XX.XXXX/XXX.XXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.74|LayerOffset12@0.5:0.5:0.54|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
493,Bug,8,7,254,508,89,Custom:XX...XXX/.XX..X.X/.XXXXX.X/X.XXXXXX/XXXX.X.X/XX...XXX@0:0:1|LayerCrown15@0.5:0.5:0.74|LayerPillar12@0.5:0.5:0.54|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
494,Vehicle,8,7,254,508,89,Custom:.XX.XX/XXXXXX/XXXXXX/.XXXXX/XXXXXX/XXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.74|LayerDiagonal6@0.5:0.5:0.54|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
495,Weather,8,7,254,508,89,Custom:X.XX.../X...XX./XX.XXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.74|LayerLine12@0.5:0.5:0.54|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
496,Tool,8,7,255,510,90,Custom:XXXXXX../.XXXXXX./..XXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.74|LayerStagger9@0.5:0.5:0.54|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
497,Food,8,7,255,510,90,Custom:..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.74|LayerMiniDiamond9@0.5:0.5:0.54|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
498,Plant,8,7,255,510,90,Custom:XXX.XXX/XXXXXXX/XX.XXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.74|LayerCross15@0.5:0.5:0.54|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
499,Animal,8,7,255,510,90,Custom:..XXXXX./..XXXXX./.XXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.74|LayerOffset12@0.5:0.5:0.54|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
500,Sweet,8,7,268,536,110,Custom:..X..../.XXXXXX/..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.74|LayerPillar12@0.5:0.5:0.54|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
501,Vehicle,8,7,262,524,90,Custom:.XXXXX./XXXXXX./X.XX..X/.XX...X/XXXXXX./.XXXXX./XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.74|LayerDiagonal6@0.5:0.5:0.54|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
502,Weather,8,7,262,524,90,Custom:XX.....X/XXXXXX../.X..XXX./.X...XXX/.XXXX.X./XX.XXXXX/X.XXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.74|LayerLine12@0.5:0.5:0.54|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
503,Tool,8,7,262,524,90,Custom:XXX.XXX/XXX..XX/.XX.XXX/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.74|LayerStagger9@0.5:0.5:0.54|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
504,Fantasy,8,7,262,524,91,Custom:..XXX.X/..XXXXX/XXXXXXX/XXXXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.74|LayerMiniDiamond9@0.5:0.5:0.54|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
505,Food,8,7,263,526,91,Custom:XXXXX.XX/XXXXXXXX/.XXXXXXX/.X.XXXXX/..XXXX../.XXXX...@0:0:1|LayerCap18@0.5:0.5:0.74|LayerCross15@0.5:0.5:0.54|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
506,Plant,8,7,263,526,91,Custom:.XX.X../.XXXXX./XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.74|LayerOffset12@0.5:0.5:0.54|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
507,Animal,8,7,263,526,91,Custom:.X...X./.X.X.XX/..XX.XX/XXXXX../XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.74|LayerPillar12@0.5:0.5:0.54|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
508,Sweet,8,7,263,526,91,Custom:.XX...X./.XXX.XX./..X..X.X/.X...XX./X..XXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.74|LayerDiagonal6@0.5:0.5:0.54|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
509,Bug,8,7,263,526,91,Custom:..XXX../X.X...X/.XX..XX/XXXXXXX/XX.XXXX/.XXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.74|LayerLine12@0.5:0.5:0.54|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
510,Fantasy,8,7,276,552,91,Custom:.XX.XXX/XXXXXXX/X.XXX.X/XXXXXX./XXXXXX./XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.74|LayerStagger9@0.5:0.5:0.54|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
511,Weather,8,7,264,528,91,Custom:.XXXXX../.XXXXX../.XXXXXX./..XXXXX./XXXXXXX./XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.74|LayerMiniDiamond9@0.5:0.5:0.53|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
512,Tool,8,7,264,528,92,Custom:X.....X/XXX.XXX/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.74|LayerCross15@0.5:0.5:0.53|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
513,Fantasy,8,7,264,528,92,Custom:...XXX./XXXXXXX/XXXXXXX/XXXXXX./XXXXXX./XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.73|LayerOffset12@0.5:0.5:0.53|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
514,Food,8,7,265,530,92,Custom:XX.X..XX/.X.X..XX/X.....X./X..X.XX./.XXX.XX./XXXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.73|LayerPillar12@0.5:0.5:0.53|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
515,Plant,8,7,265,530,92,Custom:....XXX/..X.XXX/.XXXXXX/XXXXXXX/.XXXXXX/X..XXXX/X..XXXX@0:0:1|LayerCap18@0.5:0.5:0.73|LayerDiagonal6@0.5:0.5:0.53|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
516,Animal,8,7,265,530,92,Custom:.XX.XX./.XXX.../.XXXX../XXXXX../XXXXXXX/X.XXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.73|LayerLine12@0.5:0.5:0.53|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
517,Sweet,8,7,265,530,92,Custom:.XXXXXXX/.X.XX.../..XXXX../.XXXXX.X/XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.73|LayerStagger9@0.5:0.5:0.53|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
518,Bug,8,7,265,530,92,Custom:.X..XX./XXX.XXX/XX.XXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.73|LayerMiniDiamond9@0.5:0.5:0.53|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
519,Vehicle,8,7,266,532,92,Custom:...XXXX/X..XXXX/XXXXX.X/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.73|LayerCross15@0.5:0.5:0.53|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
520,Fantasy,8,7,278,556,93,Custom:XX....../XXXXX.../XXXXXX../XXXX.XXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.73|LayerOffset12@0.5:0.5:0.53|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
521,Tool,8,7,266,532,93,Custom:X.XXXXX/X..XXXX/.X.XXXX/....XXX/...XXX./XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.73|LayerPillar12@0.5:0.5:0.53|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
522,Fantasy,8,7,266,532,93,Custom:X...XXX/X...XXX/....XXX/..XXXXX/XXXXXXX/XXXX.XX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.73|LayerDiagonal6@0.5:0.5:0.53|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
523,Food,8,7,267,534,93,Custom:....XXX./.....XX./.X.XX.X./X...XXXX/XXXXXXXX/.XXXXXXX/XXXXXXX.@0:0:1|LayerCrown15@0.5:0.5:0.73|LayerLine12@0.5:0.5:0.53|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
524,Plant,8,7,267,534,93,Custom:XXXXXXX/..XXXXX/..XXXXX/XXXXXXX/.XXXXX./XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.73|LayerStagger9@0.5:0.5:0.53|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
525,Animal,8,7,267,534,113,Custom:..XXXXX/.XXXX.X/XXXXXXX/XX.XXXX/XXX.XXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.73|LayerMiniDiamond9@0.5:0.5:0.53|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
526,Sweet,8,7,267,534,93,Custom:XXX...XX/X.....X./XX.XX.X./XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.73|LayerCross15@0.5:0.5:0.53|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
